subdomain,is_reachable
publicacionesydivulgacion.uma.es,True
publichealth.uma.es,False
puertasabiertas.uma.es,True
pulpito.sci.uma.es,True
puzzle.lcc.uma.es,False
q4health.morse.uma.es,True
quejasosugerencias.uma.es,False
quimicafisica.uma.es,False
r0medicina.uma.es,True
r1a03.labid.uma.es,False
r7g20.ingenierias.uma.es,True
racingteam.uma.es,True
radioclub.etsit.uma.es,True
radiologia.digital.uma.es,True
rayos.medicina.uma.es,False
rdsocu.ext.uma.es,False
read-com-eu.uma.es,False
rec4ren.uma.es,True
recomendadorsdln.uma.es,True
recordingwaves.etsit.uma.es,True
recursos.adabyron.uma.es,False
recursoshumanosonline.uma.es,True
redcap.uma.es,True
redcap</li>
 <li>redmine.lcc.uma.es,False
redcemp.uma.es,True
redias.uma.es,False
redkrea.uma.es,False
redpen.uma.es,True
redpeninsular.uma.es,False
redtematica.uma.es,True
referencecorpus.uma.es,False
reghepatico.medicina.uma.es,True
registro-pre.uma.es,True
registro.uma.es,True
relacionesi-test.uma.es,True
relacionesi.uma.es,True
relacionesinternacionales.uma.es,True
relint.cv.uma.es,False
research.adabyron.uma.es,True
research.nics.uma.es,False
reservacreditos.uma.es,True
reservacreditospre.uma.es,True
reservas.adabyron.uma.es,True
reservas.aulas.uma.es,True
reservas.evlt.uma.es,True
reservas.lcc.uma.es,False
resib.uma.es,True
revistarelacionespublicas.uma.es,True
revistas.uma.es,True
riccafd.uma.es,False
rigel.lcc.uma.es,False
ritmocircadiano.uma.es,False
riuma.uma.es,True
rm-odp-new.lcc.uma.es,False
roadme.lcc.uma.es,False
roborescue.uma.es,True
roboticamedica.uma.es,False
romero.ac.uma.es,True
rrii.uma.es,True
rs3g.sci.uma.es,True
rsmeuma2022.uma.es,True
rsoftuma.uma.es,True
rufus.adabyron.uma.es,True
ryc.uma.es,True
s1.sci.uma.es,False
sacarino.elca.uma.es,False
safe.uma.es,True
safedev.uma.es,True
salud.cv.uma.es,True
salud.reservas.aulas.uma.es,True
saludpublica.uma.es,False
sap.uma.es,True
sara.uma.es,True
saracarga.uma.es,True
sarapre.uma.es,True
satd.uma.es,False
satd12.satd.uma.es,False
saturno.uma.es,True
scai-server.scai.uma.es,False
scai.uma.es,False
scailab.ext.uma.es,False
scailab.uma.es,True
scailabserver.scai.uma.es,True
scie.lcc.uma.es,True
sdev.sci.uma.es,False
sdev.uma.es,False
sdome-1.scbi.uma.es,False
seal.uma.es,True
sede-pre.uma.es,True
sede.uma.es,True
segundocuatrimestre.lcc.uma.es,False
self.lcc.uma.es,False
seminarioeii.uma.es,True
senior-social.uma.es,False
seron.sci.uma.es,False
server.scai.uma.es,False
servicios.adabyron.uma.es,True
servidor-scai.scai.uma.es,True
servidorotri.otri.uma.es,False
servilab.uma.es,True
sga.uma.es,False
sicue.uma.es,True
sicuepre.uma.es,True
sicuma05.lcc.uma.es,True
siette.iaia.lcc.uma.es,True
siette.test.iaia.lcc.uma.es,True
simpresion.isa.uma.es,False
simulanet.uma.es,True
sirius.lcc.uma.es,True
sistractor.iaia.lcc.uma.es,True
skeletalatlas.uma.es,True
smart-ct2016.lcc.uma.es,True
smart-ct2017.lcc.uma.es,True
smartdecisionlab.uma.es,True
smarttree.uma.es,True
smerino.uma.es,False
smtp.eis.uma.es,True
snt.satd.uma.es,True
socrates.crypto.lcc.uma.es,False
socrates.sci.uma.es,False
sofia.lcc.uma.es,False
software.sci.uma.es,True
software.uma.es,True
sol.lcc.uma.es,False
sol10.lcc.uma.es,False
solicitudpin.uma.es,False
solicitudpinpre.uma.es,False
solicitudregistroidentidad.uma.es,True
solicitudregistroidentidadpre.uma.es,True
soporte.adabyron.uma.es,True
soporte.evlt.uma.es,True
sp-albumina.cti.uma.es,False
sp-atdi3.sci.uma.es,False
sp-cau.sci.uma.es,False
sp-covidtest.uma.es,False
sp-dj.uma.es,False
sp-eco.sci.uma.es,False
sp-equipo.uma.es,False
sp-eslabon.uma.es,False
sp-exlibris.uma.es,False
sp-fs.uma.es,False
sp-grupos.uma.es,False
sp-guacadev.sci.uma.es,False
sp-guacapas.sci.uma.es,False
sp-impulsotfe.uma.es,False
sp-orza.sci.uma.es,False
sp-portafirmas-pre.uma.es,False
sp-portafirmas.uma.es,False
sp-portaluma.uma.es,False
sp-proyectos.uma.es,False
sp-relacionesi-test.uma.es,False
sp-relacionesi.uma.es,False
sp-sdev.sci.uma.es,False
sp-sdev.uma.es,False
sp-seal.uma.es,False
sp-spdev.sci.uma.es,False
sp-velez.sci.uma.es,False
sp-webmail-rc.sci.uma.es,False
sp-webmail-sq.sci.uma.es,False
sp-www.ac.uma.es,False
sp1.uma.es,True
spaceweather.uma.es,True
sparql.kpath.khaos.uma.es,False
spdev.uma.es,False
spin2018.uma.es,True
spineda.uma.es,True
sqc.uma.es,True
ss-sbse2017.uma.es,True
sso.ext.uma.es,False
sso.sci.uma.es,False
ssss.uma.es,True
subtropihsmcsic.uma.es,True
suelopelvico.uma.es,False
surveylab.cisa.uma.es,False
svn.nics.uma.es,True
sympa.sci.uma.es,True
taiga.lcc.uma.es,True
taigasicuma.lcc.uma.es,True
taislab.uma.es,False
talentank.uma.es,True
tasova.uma.es,True
tatooine.fguma.uma.es,False
techcat.iaia.lcc.uma.es,True
tecnolengua.uma.es,False
tecnologiaedu.uma.es,True
tecrail.lcc.uma.es,False
tejeringo.uma.es,False
teleco00.etsit.uma.es,True
teleco01.etsit.uma.es,True
terpsicore.sci.uma.es,True
teseo.bbl.uma.es,False
test.iaia.lcc.uma.es,True
testautoconfig.sci.uma.es,False
testpdi.uma.es,True
testsicuma.uma.es,True
testsicuma2.uma.es,True
testsicuma3.uma.es,True
texsen.uma.es,False
tfe.egi.uma.es,True
tfe.uma.es,True
tfepre.uma.es,True
tfg.egi.uma.es,False
tfg.eii.uma.es,False
tfg.politecnica.uma.es,False
tfg.uma.es,True
tfgbbaa.uma.es,True
tfgpre.uma.es,True
tfgsalud.uma.es,True
tfm.eii.uma.es,False
theeconomics.uma.es,True
theodpbook.lcc.uma.es,False
thw.iaia.lcc.uma.es,True
tictacplus55.uma.es,False
tigre.adabyron.uma.es,False
tin.lcc.uma.es,False
titulacionespropias.uma.es,False
toolbox.uma.es,True
toolseurope2011.lcc.uma.es,False
tpv.uma.es,True
trac.sci.uma.es,True
tracer.lcc.uma.es,True
traductolog.filosofia.uma.es,True
transatlanticstudiesnetwork.uma.es,True
transfomedia.uma.es,False
transuma.uma.es,True
triangle.morse.uma.es,False
tuneles.uma.es,False
turismo.cv.uma.es,True
turismoaccesible.uma.es,False
tx10.uma.es,False
u.uma.es,True
uciencia.uma.es,True
uds.adabyron.uma.es,False
uidee.uma.es,True
ulpaes.uma.es,True
umabci.uma.es,True
umadivulga.uma.es,True
umaeditorial.uma.es,True
umai.uma.es,False
umaia.uma.es,False
umapatent.uma.es,True
umatica.uma.es,False
umobility.uma.es,True
uniem.cv.uma.es,True
urano.lcc.uma.es,False
urna.uma.es,True
ursusdm.uma.es,True
userver.sedoc.uma.es,False
usts2022.uma.es,False
uxxi.ext.uma.es,False
uxxioam.ext.uma.es,False
uxxioampru.ext.uma.es,False
v.uma.es,True
vcenter55.evlt.uma.es,False
vcenter60.evlt.uma.es,False
vcenter67.satd.uma.es,False
vcsst.uma.es,False
vehiculoshistoricos.uma.es,True
velez.sci.uma.es,False
venus.sci.uma.es,False
vgg.sci.uma.es,True
vggp.rectorado.uma.es,False
viasco.lcc.uma.es,False
vicente.evlt.uma.es,False
vicerrectoradomovilidad.uma.es,True
vidafp.uma.es,True
videoconf.rectorado.uma.es,False
videoconferencia.reservas.aulas.uma.es,True
videos.uma.es,True
viicongresointernacionaleducacionfisica.uma.es,False
viicongresointernacionalef.uma.es,False
vins.uma.es,False
vipmachine.ac.uma.es,False
virtual.dte.uma.es,False
visionar.uma.es,True
vpn.satd.uma.es,False
w7.sci.uma.es,False
waf2016.uma.es,True
wakanda.iaia.lcc.uma.es,True
wakanda.uma.es,True
web.informatica.uma.es,True
web.satd.uma.es,True
webfguma-test.uma.es,True
webfguma.uma.es,False
webmail-rc.sci.uma.es,True
webmail-sq.sci.uma.es,False
webmail.lcc.uma.es,False
webmail.satd.uma.es,True
webpersonal.uma.es,True
webseguro.satd.uma.es,True
webservices.uma.es,True
webservicespre.uma.es,False
webvr.ac.uma.es,False
wfguma.uma.es,True
wiki.evlt.uma.es,True
wlc-eji2.ruma.uma.es,True
wlcamptea0.ruma.uma.es,True
wlcamptea1.ruma.uma.es,True
wlcamptea2.ruma.uma.es,False
wlcnrec1.ruma.uma.es,True
wlctea0.ruma.uma.es,True
wlctea2.ruma.uma.es,True
wlctea3.ruma.uma.es,True
wlctea4.ruma.uma.es,True
wlctea5.ruma.uma.es,True
wordcamp.uma.es,True
wrla2012.lcc.uma.es,False
ws1.sci.uma.es,False
wwic2015.ic.uma.es,True
www.ac.uma.es,True
www.actividadfisica.uma.es,True
www.adminceca.uma.es,True
www.adsorbentes-uma.uma.es,True
www.agroexpert.uma.es,True
www.alojamientosturisticos.uma.es,False
www.alumni.informatica.uma.es,False
www.analisis-geografia.uma.es,True
www.ants2022.uma.es,True
www.arcacomunis.uma.es,True
www.arinta.uma.es,True
www.arquitectura.alumnos.uma.es,True
www.arquitectura.uma.es,True
www.atic.uma.es,True
www.augacmalaga.uma.es,True
www.bat4innovation.uma.es,True
www.bbaa.uma.es,True
www.biblioteca.uma.es,True
www.bigdata.uma.es,True
www.bioestadistica.uma.es,True
www.biolveg.uma.es,True
www.biosip.uma.es,True
www.bmbq.uma.es,True
www.boletincriminologico.uma.es,True
www.campusvirtual.uma.es,True
www.catedra-intangibles.uma.es,True
www.catedra-tec-bici.uma.es,False
www.catedracomercio.uma.es,True
www.catedraestudioscofrades.uma.es,False
www.catedralamarr.uma.es,True
www.catedravideojuegos.uma.es,True
www.cavypub.uma.es,True
www.cceducacion.uma.es,True
www.cctrab.alumnos.uma.es,True
www.ccv.uma.es,True
www.ceca.uma.es,False
www.central.cv.uma.es,True
www.cidip2019.uma.es,False
www.cienciasold.uma.es,True
www.cifpuem.uma.es,True
www.cisa.uma.es,False
www.ciudact.uma.es,True
www.comotu.uma.es,True
www.comsimulator.uma.es,True
www.condicionesmortiscausa.uma.es,True
www.congresobbppinfantil.uma.es,True
www.contratosdetractosucesivo.uma.es,True
www.covidtest.uma.es,True
www.crxsiss.uma.es,True
www.cti.uma.es,True
www.cursextranjeros.uma.es,False
www.cursodireccionventas.uma.es,True
www.cursoextranjeros.uma.es,True
www.cytap.uma.es,True
www.deportes.uma.es,True
www.derecho.alumnos.uma.es,True
www.derecho.uma.es,True
www.die.uma.es,True
www.disinformationresearch.uma.es,True
www.dte.uma.es,True
www.e-civeles.uma.es,True
www.eaempresas.uma.es,True
www.eal.uma.es,True
www.eca.uma.es,True
www.ecom45.uma.es,True
www.economicsiw.uma.es,True
www.eis.uma.es,True
www.encic.uma.es,True
www.ensenanzaspropias.uma.es,False
www.epiphaan.uma.es,False
www.esteco.uma.es,True
www.etc.uma.es,True
www.etsii.uma.es,True
www.etsit.alumnos.uma.es,True
www.etsit.uma.es,True
www.evlt.uma.es,True
www.ext.uma.es,True
www.facultadcomercio.uma.es,True
www.fancine.uma.es,True
www.fantastico.uma.es,True
www.feriaempleo.uma.es,True
www.fet.etsit.uma.es,True
www.filosofia.alumnos.uma.es,True
www.flashsession.uma.es,True
www.fmp.uma.es,True
www.funiversitates.uma.es,True
www.fyc.uma.es,True
www.gemelosdigitales.uma.es,True
www.geotecnologias.uma.es,True
www.gerontomigracion.uma.es,True
www.gides.uma.es,False
www.giga.uma.es,True
www.grupoisis.uma.es,True
www.hum067.uma.es,True
www.hum205.uma.es,True
www.i3t.uma.es,True
www.ic.uma.es,True
www.idei-datos.uma.es,True
www.idei.uma.es,True
www.ieev.uma.es,False
www.igem.uma.es,True
www.imateck.uma.es,True
www.incadi.uma.es,True
www.incompliance.uma.es,True
www.indagasteamescuela.uma.es,True
www.interaccion2020.uma.es,True
www.interaccion2021.uma.es,True
www.interschale.uma.es,True
www.iplab.uma.es,False
www.jardinbotanico.uma.es,True
www.jornadassue.uma.es,True
www.jreb22.uma.es,True
www.juanfc.lcc.uma.es,False
www.khaos.uma.es,False
www.labcomandalucia.uma.es,True
www.lafabricademalaga.uma.es,True
www.lats.uma.es,True
www.lcc.uma.es,True
www.ldbf.uma.es,True
www.leeduca.uma.es,False
www.lenguayprensa.uma.es,True
www.licom.uma.es,True
www.limbo.uma.es,True
www.link.uma.es,True
www.linumi.uma.es,True
www.mapagestionprlpymes.uma.es,True
www.mareaplastic.uma.es,True
www.mart.uma.es,True
www.masotri.uma.es,True
www.master-ingenieria-quimica.uma.es,True
www.master-siet-eii.uma.es,True
www.masteraudiovisualescenicas.uma.es,True
www.masterinftel.uma.es,False
www.masterprlseguridadintegral.uma.es,True
www.masterrecursoshumanos.uma.es,True
www.mastervideojuegos.uma.es,True
www.matap.uma.es,True
www.mba.uma.es,True
www.medicalrobotics.uma.es,True
www.medicina.alumnos</li>
 <li>www.mediolab.uma.es,False
www.mediterraneo.uma.es,True
www.menta.uma.es,False
www.mia.etsit.uma.es,True
www.microsol.uma.es,True
www.mit.etsit.uma.es,True
www.mobilenet.uma.es,True
www.moocpie19143.uma.es,True
www.morphogen.uma.es,True
www.movilidadeco.uma.es,True
www.mseeiuma.uma.es,True
www.mtrt.etsit.uma.es,True
www.multifisica.uma.es,True
www.multiphysics.uma.es,True
www.nics.uma.es,True
www.nmi.uma.es,True
www.obstral.uma.es,True
www.ocw.uma.es,True
www.outdoorict.uma.es,True
www.packaging.uma.es,True
www.pasosvivienda.uma.es,True
www.pe.uma.es,True
www.periodismo.uma.es,True
www.photonics-rf.uma.es,True
www.pieroacademy.uma.es,False
www.pies.uma.es,True
www.plcdocsearch.uma.es,True
www.polovrpe.uma.es,False
www.pop.uma.es,True
www.posgradosindustrializacion.uma.es,True
www.ppidocencia.uma.es,True
www.predimedplus.uma.es,False
www.prevencionrsc.uma.es,True
www.procat.uma.es,True
www.proeurodili.uma.es,True
www.proyectoavatar.diana.uma.es,False
www.quimicafisica.uma.es,True
www.read-com-eu.uma.es,True
www.recursoshumanosonline.uma.es,True
www.redcemp.uma.es,True
www.redias.uma.es,False
www.redkrea.uma.es,True
www.redpeninsular.uma.es,True
www.redtematica.uma.es,True
www.relint.alumnos.uma.es,False
www.reservas.evlt.uma.es,True
www.revistas.uma.es,True
www.rfidsec07.etsit.uma.es,True
www.riccafd.uma.es,True
www.roborescue.uma.es,True
www.roboticamedica.uma.es,True
www.ryc.uma.es,True
www.satd.uma.es,True
www.scai.uma.es,True
www.scbi.uma.es,True
www.sci.uma.es,True
www.senior-social.uma.es,True
www.sga.uma.es,False
www.shur2015.uma.es,True
www.simulanet.uma.es,True
www.spanishdili.uma.es,True
www.suelopelvico.uma.es,True
www.talentank.uma.es,True
www.tfgbbaa.uma.es,True
www.the.uma.es,True
www.theeconomics.uma.es,True
www.tictacplus55.uma.es,True
www.titulacionespropias.uma.es,False
www.toolbox.uma.es,True
www.transfomedia.uma.es,True
www.tsn.uma.es,True
www.ttle.uma.es,True
www.turismo.alumnos.uma.es,True
www.turismo.uma.es,True
www.turismoaccesible.uma.es,True
www.uciencia.uma.es,True
www.uidee.uma.es,True
www.ulpaes.uma.es,True
www.uma.es,True
www.umadivulga.uma.es,True
www.usts2022.uma.es,True
www.vehiculoshistoricos.uma.es,True
www.vicerrectoradomovilidad.uma.es,True
www.vidafp.uma.es,True
www.vins.uma.es,True
www.zeta.uma.es,False
www2.arquitectura.uma.es,True
xxcnim.uma.es,True
xxseiem16.uma.es,True
zeta.uma.es,False
zeus.sci.uma.es,False
